"Date","Price","Open","High","Low","Vol.","Change %"
"09/03/2019","175.19","175.31","176.03","174.76","","-0.11%"
"09/02/2019","175.38","175.92","176.59","175.28","","-0.22%"
"08/30/2019","175.76","173.98","176.31","173.88","","1.29%"
"08/29/2019","173.53","170.96","173.53","170.91","","1.69%"
"08/28/2019","170.65","171.09","171.19","169.37","","-0.13%"
"08/27/2019","170.87","169.88","170.97","169.49","","0.62%"
"08/26/2019","169.82","169.08","170.26","167.99","","-0.26%"
"08/23/2019","170.26","172.44","173.01","170.26","","-0.89%"
"08/22/2019","171.79","172.65","172.86","171.53","","-0.64%"
"08/21/2019","172.89","171.81","173.38","171.81","","0.73%"
"08/20/2019","171.63","171.86","172.72","171.47","","-0.12%"
"08/19/2019","171.84","169.83","171.85","169.83","","1.34%"
"08/16/2019","169.56","168.00","169.56","168.00","","1.27%"
"08/15/2019","167.43","167.93","168.60","165.14","","-0.17%"
"08/14/2019","167.72","171.68","171.68","167.56","","-2.25%"
"08/13/2019","171.58","170.25","172.42","168.61","","0.30%"
"08/12/2019","171.07","172.00","173.10","170.50","","-0.03%"
"08/09/2019","171.12","172.82","172.93","170.97","","-1.09%"
"08/08/2019","173.01","171.02","173.01","171.02","","1.39%"
"08/07/2019","170.63","170.75","171.96","169.46","","0.29%"
"08/06/2019","170.14","170.55","172.32","169.93","","-0.65%"
"08/05/2019","171.25","173.21","173.21","170.54","","-2.28%"
"08/02/2019","175.25","176.40","176.89","174.89","","-2.29%"
"08/01/2019","179.36","177.09","179.70","176.95","","0.78%"
"07/31/2019","177.98","177.80","178.43","177.49","","0.04%"
"07/30/2019","177.90","179.30","179.30","177.19","","-0.70%"
"07/29/2019","179.15","178.89","179.51","178.14","","0.12%"
"07/26/2019","178.94","178.62","179.38","178.47","","0.17%"
"07/25/2019","178.63","180.13","180.50","177.51","","-0.44%"
"07/24/2019","179.42","180.62","180.62","179.03","","-0.59%"
"07/23/2019","180.48","178.81","180.66","178.75","","1.17%"
"07/22/2019","178.40","178.33","178.79","177.75","","-0.04%"
"07/19/2019","178.47","176.67","178.48","176.42","","1.43%"
"07/18/2019","175.96","176.59","176.59","175.05","","-0.93%"
"07/17/2019","177.62","179.28","180.19","177.48","","-1.32%"
"07/16/2019","180.00","180.04","180.22","179.16","","-0.38%"
"07/15/2019","180.69","180.04","181.17","179.06","","0.55%"
"07/12/2019","179.71","178.82","179.97","178.82","","0.69%"
"07/11/2019","178.47","179.95","180.04","178.12","","-0.44%"
"07/10/2019","179.25","179.75","180.54","179.07","","-0.31%"
"07/09/2019","179.80","180.30","180.52","179.20","","-0.59%"
"07/08/2019","180.86","179.56","181.19","179.56","","0.61%"
"07/05/2019","179.77","181.29","181.29","178.65","","-0.95%"
"07/04/2019","181.50","181.02","181.64","181.02","","0.26%"
"07/03/2019","181.03","180.45","181.66","179.96","","0.35%"
"07/02/2019","180.39","180.01","180.48","179.51","","0.28%"
"07/01/2019","179.89","178.93","180.07","178.93","","1.20%"
"06/28/2019","177.75","177.06","178.08","177.03","","0.42%"
"06/27/2019","177.00","176.64","177.66","176.25","","0.36%"
"06/26/2019","176.36","176.52","176.95","175.61","","-0.31%"
"06/25/2019","176.90","176.74","177.31","176.51","","-0.05%"
"06/24/2019","176.98","178.25","179.39","176.88","","-0.96%"
"06/20/2019","178.70","178.46","179.34","178.45","","0.77%"
"06/19/2019","177.34","177.36","177.61","176.83","","0.01%"
"06/18/2019","177.33","174.62","177.47","173.48","","1.40%"
"06/17/2019","174.88","175.30","175.43","174.34","","-0.13%"
"06/14/2019","175.10","175.71","175.71","174.05","","-0.45%"
"06/13/2019","175.90","174.88","176.49","174.73","","0.44%"
"06/12/2019","175.13","174.19","175.37","173.82","","0.07%"
"06/11/2019","175.00","173.66","175.38","173.66","","1.00%"
"06/10/2019","173.27","173.09","174.15","173.09","","0.58%"
"06/07/2019","172.27","170.21","172.75","170.21","","1.46%"
"06/05/2019","169.79","169.27","170.26","168.77","","0.31%"
"06/04/2019","169.26","166.31","169.47","165.67","","1.38%"
"06/03/2019","166.96","165.65","166.96","164.36","","0.40%"
"05/31/2019","166.30","168.01","168.09","165.52","","-1.62%"
"05/29/2019","169.04","170.10","170.37","168.85","","-1.41%"
"05/28/2019","171.46","171.68","172.16","170.33","","-0.08%"
"05/27/2019","171.60","172.68","172.83","171.36","","-0.15%"
"05/24/2019","171.86","171.48","172.59","171.48","","0.51%"
"05/23/2019","170.98","173.84","173.84","170.81","","-2.01%"
"05/22/2019","174.49","175.16","175.39","173.76","","-0.32%"
"05/21/2019","175.05","174.43","175.31","174.32","","0.89%"
"05/20/2019","173.51","175.32","175.45","172.93","","-1.09%"
"05/17/2019","175.43","176.02","176.07","173.96","","-0.49%"
"05/16/2019","176.29","173.73","176.29","173.25","","1.49%"
"05/15/2019","173.71","173.70","173.91","171.75","","0.29%"
"05/14/2019","173.21","171.64","173.21","171.50","","1.25%"
"05/13/2019","171.08","173.81","173.81","170.95","","-1.58%"
"05/10/2019","173.83","173.93","175.00","172.97","","0.52%"
"05/09/2019","172.93","174.30","174.42","172.69","","-1.62%"
"05/08/2019","175.77","174.38","175.77","174.38","","0.49%"
"05/07/2019","174.92","177.77","178.50","174.53","","-1.63%"
"05/06/2019","177.82","177.28","177.82","175.57","","-1.29%"
"05/03/2019","180.15","179.52","180.49","179.47","","0.40%"
"05/02/2019","179.43","180.45","180.45","179.11","","-0.64%"
"04/30/2019","180.58","181.48","181.97","180.58","","-0.91%"
"04/29/2019","182.23","182.01","182.29","181.23","","0.15%"
"04/26/2019","181.96","182.08","182.25","181.29","","-0.02%"
"04/25/2019","181.99","180.77","182.85","179.94","","0.57%"
"04/24/2019","180.95","180.48","181.47","180.05","","0.37%"
"04/23/2019","180.29","180.06","180.29","179.16","","0.20%"
"04/18/2019","179.93","179.09","180.11","178.48","","0.50%"
"04/17/2019","179.04","178.42","179.04","177.74","","0.48%"
"04/16/2019","178.18","177.69","178.76","177.62","","0.34%"
"04/15/2019","177.57","177.53","177.69","176.93","","0.01%"
"04/12/2019","177.55","176.19","177.56","176.19","","0.67%"
"04/11/2019","176.37","176.35","177.09","175.94","","-0.08%"
"04/10/2019","176.51","175.29","176.52","175.29","","0.70%"
"04/09/2019","175.28","176.29","177.04","175.02","","-0.59%"
"04/08/2019","176.32","176.21","176.32","175.52","","0.05%"
"04/05/2019","176.23","175.70","176.40","175.62","","0.31%"
"04/04/2019","175.69","176.20","176.20","175.17","","-0.72%"
"04/03/2019","176.96","174.94","176.96","174.94","","1.59%"
"04/02/2019","174.19","173.12","174.61","172.91","","0.72%"
"04/01/2019","172.95","170.74","172.95","170.74","","1.69%"
"03/29/2019","170.07","169.44","170.79","169.37","","-0.01%"
"03/28/2019","170.08","170.00","170.91","169.42","","-0.08%"
"03/27/2019","170.22","170.28","171.32","169.69","","-0.25%"
"03/26/2019","170.65","170.36","170.75","169.62","","0.22%"
"03/25/2019","170.28","170.33","170.66","169.27","","-0.30%"
"03/22/2019","170.79","174.00","174.04","170.79","","-1.63%"
"03/21/2019","173.62","173.70","174.27","172.77","","-0.14%"
"03/20/2019","173.86","174.28","175.07","173.86","","-0.48%"
"03/19/2019","174.70","173.55","175.13","173.48","","0.74%"
"03/18/2019","173.42","172.94","173.70","172.94","","0.44%"
"03/15/2019","172.66","172.03","172.79","171.34","","0.40%"
"03/14/2019","171.97","170.44","171.97","170.44","","0.97%"
"03/13/2019","170.32","169.49","170.40","169.30","","0.38%"
"03/12/2019","169.68","170.48","170.48","169.55","","-0.05%"
"03/11/2019","169.77","168.83","169.85","168.59","","0.76%"
"03/08/2019","168.49","168.33","168.52","167.38","","-0.16%"
"03/07/2019","168.76","170.46","170.46","168.27","","-1.01%"
"03/06/2019","170.49","171.84","171.84","170.37","","-0.88%"
"03/05/2019","172.00","172.03","172.15","170.77","","0.06%"
"03/04/2019","171.90","171.29","172.26","171.14","","0.68%"
"03/01/2019","170.74","170.32","171.20","170.19","","0.38%"
"02/28/2019","170.10","170.21","170.62","168.70","","-0.38%"
"02/27/2019","170.75","170.95","171.18","170.36","","-0.49%"
"02/26/2019","171.59","171.06","172.03","170.60","","0.07%"
"02/25/2019","171.47","172.61","172.89","170.84","","-0.33%"
"02/22/2019","172.03","171.01","172.28","170.83","","0.77%"
"02/21/2019","170.72","171.65","172.02","170.72","","-0.58%"
"02/20/2019","171.72","170.93","171.86","170.69","","0.34%"
"02/19/2019","171.13","170.80","171.51","170.63","","0.16%"
"02/18/2019","170.85","170.70","171.22","170.04","","0.13%"
"02/15/2019","170.62","168.49","170.67","168.12","","1.20%"
"02/14/2019","168.59","168.90","169.27","168.03","","0.24%"
"02/13/2019","168.19","167.74","168.60","167.49","","0.57%"
"02/12/2019","167.24","167.36","167.36","166.69","","0.43%"
"02/11/2019","166.52","165.56","166.78","165.56","","0.99%"
"02/08/2019","164.89","165.09","165.73","164.59","","-0.17%"
"02/07/2019","165.17","167.34","167.95","165.17","","-1.33%"
"02/06/2019","167.40","166.34","167.61","166.34","","0.47%"
"02/05/2019","166.62","165.85","166.93","165.76","","0.78%"
"02/04/2019","165.33","165.08","165.46","164.53","","0.30%"
"02/01/2019","164.84","164.19","165.08","164.07","","0.52%"
"01/31/2019","163.99","164.03","165.39","163.27","","0.20%"
"01/30/2019","163.67","162.90","163.90","162.42","","0.52%"
"01/29/2019","162.82","161.54","163.12","161.07","","0.93%"
"01/28/2019","161.32","162.33","162.74","161.24","","-0.65%"
"01/25/2019","162.37","162.15","162.95","161.95","","0.69%"
"01/24/2019","161.26","160.68","161.39","160.37","","0.42%"
"01/23/2019","160.58","161.06","161.39","160.19","","-0.66%"
"01/22/2019","161.65","161.98","162.92","161.13","","-0.51%"
"01/21/2019","162.48","162.82","162.82","161.77","","-0.21%"
"01/18/2019","162.82","161.04","162.82","161.02","","1.67%"
"01/17/2019","160.15","158.97","160.42","158.67","","0.39%"
"01/16/2019","159.53","158.76","159.90","158.04","","0.94%"
"01/15/2019","158.04","158.80","159.30","157.74","","0.08%"
"01/14/2019","157.92","158.00","158.28","157.57","","-0.55%"
"01/11/2019","158.79","159.48","159.96","158.53","","-0.24%"
"01/10/2019","159.17","158.36","159.36","157.71","","0.04%"
"01/09/2019","159.11","158.37","159.61","158.02","","0.92%"
"01/08/2019","157.66","155.93","158.35","155.93","","1.21%"
"01/07/2019","155.78","155.58","156.04","155.00","","0.58%"
"01/04/2019","154.88","151.41","155.15","151.41","","2.81%"
"01/03/2019","150.64","151.48","152.11","150.46","","-1.01%"
"01/02/2019","152.18","150.81","152.61","149.18","","0.07%"
"12/28/2018","152.07","150.48","152.79","150.48","","1.86%"
"12/27/2018","149.30","152.07","152.99","148.70","","-1.63%"
"12/21/2018","151.77","152.49","152.59","150.64","","-0.65%"
"12/20/2018","152.76","154.08","154.08","152.76","","-2.06%"
"12/19/2018","155.97","155.31","156.34","155.31","","0.33%"
"12/18/2018","155.45","155.42","156.32","154.53","","-0.32%"
"12/17/2018","155.95","157.51","157.66","155.70","","-1.19%"
"12/14/2018","157.83","157.52","158.84","156.61","","-0.57%"
"12/13/2018","158.74","159.97","160.22","158.58","","-0.79%"
"12/12/2018","160.01","157.10","160.01","156.92","","2.01%"
"12/11/2018","156.85","154.95","157.53","154.95","","2.08%"
"12/10/2018","153.65","155.16","155.32","153.65","","-1.38%"
"12/07/2018","155.80","155.04","157.14","155.04","","1.18%"
"12/06/2018","153.99","157.33","157.33","153.99","","-2.90%"
"12/05/2018","158.59","159.85","160.02","158.59","","-1.56%"
"12/04/2018","161.11","162.82","163.02","161.11","","-1.32%"
"12/03/2018","163.27","164.22","164.81","163.17","","0.98%"
"11/30/2018","161.68","161.47","162.05","161.09","","-0.01%"
"11/29/2018","161.70","160.28","161.93","160.28","","1.02%"
"11/28/2018","160.07","160.10","160.50","159.37","","0.33%"
"11/27/2018","159.54","159.73","160.40","158.90","","-0.19%"
"11/26/2018","159.84","157.99","159.84","157.99","","1.48%"
"11/23/2018","157.51","156.67","157.60","156.28","","0.52%"
"11/22/2018","156.70","157.66","157.66","156.49","","-0.79%"
"11/21/2018","157.94","156.36","157.94","155.94","","1.39%"
"11/20/2018","155.77","158.44","158.44","154.82","","-1.82%"
"11/19/2018","158.66","160.73","161.40","158.59","","-1.15%"
"11/16/2018","160.51","160.09","161.10","159.43","","0.75%"
"11/15/2018","159.32","160.94","161.71","158.60","","-0.91%"
"11/14/2018","160.78","161.11","161.82","159.72","","-0.82%"
"11/13/2018","162.11","162.62","163.24","160.60","","0.01%"
"11/12/2018","162.09","164.29","164.67","162.04","","-1.10%"
"11/09/2018","163.90","164.15","164.42","163.69","","-0.47%"
"11/08/2018","164.67","166.03","166.36","164.45","","-0.29%"
"11/07/2018","165.15","165.06","165.61","164.71","","0.38%"
"11/06/2018","164.53","165.01","165.04","163.92","","-0.10%"
"11/05/2018","164.70","165.82","165.82","164.49","","-1.07%"
"11/02/2018","166.48","164.71","166.48","164.71","","1.48%"
"11/01/2018","164.06","163.97","165.26","163.53","","-0.42%"
"10/31/2018","164.75","163.36","165.30","163.32","","1.65%"
"10/30/2018","162.08","161.11","162.08","159.98","","0.76%"
"10/29/2018","160.85","159.23","162.18","159.23","","1.34%"
"10/26/2018","158.73","159.76","159.76","157.14","","-0.98%"
"10/25/2018","160.30","158.77","161.12","158.39","","0.04%"
"10/24/2018","160.23","160.73","162.50","160.05","","-0.37%"
"10/23/2018","160.82","162.21","162.21","160.22","","-1.58%"
"10/22/2018","163.41","164.91","165.25","163.15","","-0.33%"
"10/19/2018","163.95","165.94","165.97","162.23","","-1.06%"
"10/18/2018","165.71","166.26","167.07","165.46","","-0.11%"
"10/17/2018","165.90","166.91","167.50","165.55","","-0.19%"
"10/16/2018","166.22","163.78","166.22","162.97","","1.36%"
"10/15/2018","163.99","164.58","164.60","162.68","","-0.27%"
"10/12/2018","164.44","166.74","167.33","164.44","","-0.79%"
"10/11/2018","165.75","167.30","167.72","165.44","","-2.56%"
"10/10/2018","170.11","173.79","173.79","169.80","","-2.03%"
"10/09/2018","173.63","173.28","173.70","171.92","","0.23%"
"10/08/2018","173.23","174.60","174.60","173.14","","-0.85%"
"10/05/2018","174.72","176.64","176.70","174.67","","-1.23%"
"10/04/2018","176.90","178.88","178.94","176.60","","-1.21%"
"10/03/2018","179.07","177.99","179.64","177.99","","0.79%"
"10/02/2018","177.66","177.90","177.97","176.95","","-0.40%"
"10/01/2018","178.38","177.84","178.61","177.74","","0.29%"
"09/28/2018","177.86","178.49","178.55","177.07","","-0.64%"
"09/27/2018","179.01","177.49","179.04","177.03","","0.74%"
"09/26/2018","177.69","177.95","177.98","176.98","","-0.03%"
"09/25/2018","177.74","177.39","177.98","177.20","","0.20%"
"09/24/2018","177.38","177.75","178.10","177.15","","-0.37%"
"09/21/2018","178.03","177.33","178.30","177.33","","0.68%"
"09/20/2018","176.83","175.63","176.91","175.61","","0.79%"
"09/19/2018","175.45","175.42","176.31","175.37","","0.17%"
"09/18/2018","175.16","176.05","176.48","174.33","","-0.76%"
"09/17/2018","176.51","175.21","176.99","175.21","","0.34%"
"09/14/2018","175.92","175.17","175.92","174.84","","0.77%"
"09/13/2018","174.58","174.19","175.32","174.15","","0.18%"
"09/12/2018","174.27","173.98","175.34","173.85","","0.22%"
"09/11/2018","173.89","174.11","174.11","172.72","","-0.08%"
"09/10/2018","174.03","173.22","174.57","173.05","","0.36%"
"09/07/2018","173.40","174.81","174.81","172.68","","-0.75%"
"09/06/2018","174.71","174.58","176.02","174.36","","-0.06%"
"09/05/2018","174.81","176.06","176.26","174.81","","-0.96%"
"09/04/2018","176.50","178.13","178.14","175.73","","-0.83%"
"09/03/2018","177.97","177.89","178.52","177.85","","0.05%"
"08/31/2018","177.88","178.77","178.82","177.88","","-0.64%"
"08/30/2018","179.02","179.05","179.42","178.60","","-0.20%"
"08/29/2018","179.37","178.98","179.56","178.77","","0.22%"
"08/28/2018","178.97","178.55","178.98","178.34","","0.48%"
"08/27/2018","178.11","176.85","178.12","176.85","","1.07%"
"08/24/2018","176.22","175.98","176.44","175.85","","0.13%"
"08/23/2018","175.99","175.96","176.64","175.89","","0.07%"
"08/22/2018","175.86","175.16","176.02","175.14","","0.37%"
"08/21/2018","175.22","174.55","175.50","174.55","","0.38%"
"08/20/2018","174.56","173.66","174.72","173.53","","0.55%"
"08/17/2018","173.61","172.26","173.61","172.17","","0.76%"
"08/16/2018","172.30","171.40","172.38","171.17","","1.03%"
"08/15/2018","170.54","172.32","172.96","170.39","","-0.89%"
"08/14/2018","172.08","173.31","173.54","171.56","","-0.39%"
"08/13/2018","172.75","173.04","173.17","172.52","","-0.39%"
"08/10/2018","173.42","173.95","174.30","173.10","","-0.79%"
"08/09/2018","174.80","173.97","174.80","173.70","","0.37%"
"08/08/2018","174.16","173.69","174.27","173.40","","0.22%"
"08/07/2018","173.77","173.05","173.88","173.00","","0.63%"
"08/06/2018","172.68","173.03","173.41","172.17","","-0.12%"
"08/03/2018","172.89","172.24","173.18","172.24","","0.73%"
"08/02/2018","171.64","172.48","172.48","171.08","","-0.78%"
"08/01/2018","172.99","173.35","173.71","172.88","","-0.14%"
"07/31/2018","173.24","172.92","173.50","172.87","","0.31%"
"07/30/2018","172.70","172.73","173.13","172.36","","-0.12%"
"07/27/2018","172.90","172.51","173.15","172.34","","0.34%"
"07/26/2018","172.31","171.89","172.38","171.69","","0.84%"
"07/25/2018","170.87","171.79","172.03","170.87","","-0.56%"
"07/24/2018","171.84","170.08","172.22","170.08","","1.34%"
"07/23/2018","169.56","169.53","169.96","169.07","","-0.08%"
"07/20/2018","169.70","169.66","170.65","168.74","","-0.16%"
"07/19/2018","169.98","169.54","170.39","169.26","","0.71%"
"07/18/2018","168.78","168.24","168.97","168.09","","0.83%"
"07/17/2018","167.39","167.74","168.33","166.90","","0.02%"
"07/16/2018","167.36","167.21","167.62","166.70","","0.19%"
"07/13/2018","167.05","166.61","167.42","166.60","","0.52%"
"07/12/2018","166.19","165.09","166.38","164.31","","0.97%"
"07/11/2018","164.59","165.76","165.76","164.42","","-1.31%"
"07/10/2018","166.77","165.92","166.85","165.70","","0.69%"
"07/09/2018","165.62","164.34","165.62","164.34","","1.07%"
"07/06/2018","163.86","164.30","164.53","162.74","","0.13%"
"07/05/2018","163.65","163.36","164.52","163.13","","0.31%"
"07/04/2018","163.14","164.53","164.58","163.09","","-0.90%"
"07/03/2018","164.62","165.36","165.56","164.56","","-0.14%"
"07/02/2018","164.85","165.51","165.51","164.26","","-1.04%"
"06/29/2018","166.58","165.59","166.85","165.18","","1.64%"
"06/28/2018","163.89","164.24","165.28","162.91","","-0.67%"
"06/27/2018","164.99","163.75","165.78","162.47","","0.66%"
"06/26/2018","163.91","164.32","164.68","163.64","","-0.25%"
"06/25/2018","164.32","165.99","166.09","164.32","","-0.79%"
"06/21/2018","165.63","167.79","168.11","165.51","","-1.22%"
"06/20/2018","167.67","167.69","168.78","167.50","","0.24%"
"06/19/2018","167.27","166.01","167.27","165.48","","-0.02%"
"06/18/2018","167.31","167.71","167.75","166.34","","-0.45%"
"06/15/2018","168.06","169.51","169.74","168.06","","-1.10%"
"06/14/2018","169.93","167.63","170.20","167.02","","1.03%"
"06/13/2018","168.19","168.40","168.53","167.67","","-0.06%"
"06/12/2018","168.29","169.02","169.11","168.01","","-0.15%"
"06/11/2018","168.55","167.87","168.55","167.33","","0.72%"
"06/08/2018","167.34","166.82","167.98","166.08","","-0.03%"
"06/07/2018","167.39","168.63","169.10","167.06","","-0.08%"
"06/05/2018","167.53","168.03","168.75","167.53","","-0.28%"
"06/04/2018","168.00","168.82","168.90","167.53","","0.02%"
"06/01/2018","167.96","166.31","168.27","166.01","","1.24%"
"05/31/2018","165.91","167.61","167.76","165.33","","-0.49%"
"05/30/2018","166.73","167.39","167.75","166.49","","-0.42%"
"05/29/2018","167.44","167.74","167.80","165.86","","-0.66%"
"05/28/2018","168.56","169.96","170.21","168.27","","-0.31%"
"05/25/2018","169.08","170.06","170.44","168.87","","-0.18%"
"05/24/2018","169.38","170.60","171.16","168.88","","-0.47%"
"05/23/2018","170.18","171.86","171.86","169.76","","-1.27%"
"05/22/2018","172.37","173.01","173.17","171.73","","-0.14%"
"05/21/2018","172.61","172.46","173.34","172.46","","0.46%"
"05/18/2018","171.82","171.66","172.34","171.50","","0.20%"
"05/17/2018","171.48","170.43","171.48","170.10","","0.75%"
"05/16/2018","170.21","170.23","170.57","169.40","","-0.18%"
"05/15/2018","170.52","169.55","170.69","169.37","","0.46%"
"05/14/2018","169.74","170.56","170.59","169.25","","-0.30%"
"05/11/2018","170.25","171.51","171.51","170.10","","-0.65%"
"05/09/2018","171.36","170.55","171.90","170.55","","0.20%"
"05/08/2018","171.01","169.95","171.01","169.37","","0.62%"
"05/07/2018","169.96","168.09","170.15","168.09","","1.15%"
"05/04/2018","168.03","168.11","168.40","167.13","","0.30%"
"05/03/2018","167.52","169.33","169.39","167.32","","-1.16%"
"05/02/2018","169.48","168.65","169.67","168.65","","0.96%"
"04/30/2018","167.87","168.35","168.80","167.68","","-0.44%"
"04/27/2018","168.61","168.56","168.87","167.90","","0.22%"
"04/26/2018","168.24","166.42","168.24","165.85","","1.19%"
"04/25/2018","166.26","166.55","166.63","165.00","","-0.96%"
"04/24/2018","167.88","169.36","169.83","167.54","","-0.72%"
"04/23/2018","169.10","167.79","169.10","167.59","","0.86%"
"04/20/2018","167.66","166.76","168.21","166.73","","0.61%"
"04/19/2018","166.64","166.06","166.90","166.02","","0.51%"
"04/18/2018","165.79","165.07","165.83","164.93","","0.44%"
"04/17/2018","165.07","163.57","165.37","163.57","","1.31%"
"04/16/2018","162.94","163.00","163.51","162.73","","0.01%"
"04/13/2018","162.92","162.59","163.61","162.06","","0.46%"
"04/12/2018","162.18","160.64","162.30","160.32","","1.10%"
"04/11/2018","160.42","162.53","162.53","159.93","","-1.33%"
"04/10/2018","162.58","162.41","162.64","161.36","","0.88%"
"04/09/2018","161.16","162.16","162.89","160.37","","-0.06%"
"04/06/2018","161.25","161.64","162.49","160.87","","-0.79%"
"04/05/2018","162.53","161.19","162.53","160.85","","2.17%"
"04/04/2018","159.08","160.69","160.81","157.99","","-0.98%"
"04/03/2018","160.65","161.99","161.99","160.17","","-1.58%"
"03/29/2018","163.23","161.35","163.39","161.35","","1.35%"
"03/28/2018","161.05","159.35","161.05","158.24","","0.13%"
"03/27/2018","160.84","161.00","161.47","160.35","","1.07%"
"03/26/2018","159.13","160.81","161.49","158.88","","-1.00%"
"03/23/2018","160.74","159.83","161.48","158.61","","-0.17%"
"03/22/2018","161.01","163.52","163.52","160.33","","-2.06%"
"03/21/2018","164.39","164.69","164.69","163.82","","-0.12%"
"03/20/2018","164.59","164.91","164.94","163.73","","0.22%"
"03/19/2018","164.23","166.56","166.56","164.09","","-1.52%"
"03/16/2018","166.77","168.48","168.48","166.75","","-1.07%"
"03/15/2018","168.57","168.08","168.57","167.36","","0.43%"
"03/14/2018","167.84","167.56","169.10","167.56","","0.32%"
"03/13/2018","167.30","168.84","169.66","167.03","","-0.80%"
"03/12/2018","168.65","169.08","169.37","168.17","","0.27%"
"03/09/2018","168.19","167.53","168.39","167.34","","0.23%"
"03/08/2018","167.81","165.62","167.90","165.62","","1.43%"
"03/07/2018","165.45","164.66","165.46","163.96","","0.19%"
"03/06/2018","165.13","164.98","165.92","164.92","","0.86%"
"03/05/2018","163.72","161.48","163.72","161.48","","1.31%"
"03/02/2018","161.60","163.71","164.10","161.47","","-1.97%"
"03/01/2018","164.85","166.79","167.03","164.85","","-1.51%"
"02/28/2018","167.38","167.50","168.40","167.17","","-0.32%"
"02/27/2018","167.92","168.33","168.58","167.53","","0.04%"
"02/26/2018","167.85","167.67","168.44","167.58","","0.56%"
"02/23/2018","166.92","166.85","167.17","166.09","","0.17%"
"02/22/2018","166.63","165.48","166.73","164.77","","0.03%"
"02/21/2018","166.58","165.79","166.80","164.90","","0.27%"
"02/20/2018","166.13","164.42","166.17","164.27","","1.16%"
"02/19/2018","164.22","165.34","165.34","164.05","","-0.33%"
"02/16/2018","164.77","164.02","164.80","163.84","","1.04%"
"02/15/2018","163.08","163.08","163.82","162.47","","0.47%"
"02/14/2018","162.32","161.61","162.47","159.50","","1.22%"
"02/13/2018","160.37","161.22","161.69","160.37","","-0.45%"
"02/12/2018","161.09","161.14","162.04","160.47","","1.37%"
"02/09/2018","158.92","160.22","161.15","158.80","","-1.19%"
"02/08/2018","160.83","163.93","163.98","160.83","","-2.10%"
"02/07/2018","164.28","161.65","164.60","160.80","","2.85%"
"02/06/2018","159.72","156.81","161.78","156.78","","-2.11%"
"02/05/2018","163.17","166.13","166.13","163.13","","-2.54%"
"02/02/2018","167.42","169.21","169.27","167.22","","-1.12%"
"02/01/2018","169.31","169.27","170.15","169.05","","0.52%"
"01/31/2018","168.43","169.53","169.91","168.31","","-0.38%"
"01/30/2018","169.08","169.61","170.17","169.00","","-0.62%"
"01/29/2018","170.13","170.56","171.26","169.98","","-0.26%"
"01/26/2018","170.58","169.83","170.77","169.48","","0.54%"
"01/25/2018","169.67","171.47","171.50","169.42","","-1.55%"
"01/24/2018","172.34","173.50","173.58","172.27","","-0.65%"
"01/23/2018","173.47","173.46","173.76","172.94","","0.50%"
"01/22/2018","172.60","172.17","172.90","171.97","","0.31%"
"01/19/2018","172.06","171.25","172.15","171.19","","0.50%"
"01/18/2018","171.21","171.60","171.78","170.92","","0.08%"
"01/17/2018","171.07","170.70","171.67","170.31","","-0.02%"
"01/16/2018","171.11","171.32","171.73","170.86","","-0.21%"
"01/15/2018","171.47","171.52","171.64","171.24","","-0.03%"
"01/12/2018","171.52","171.96","171.96","170.85","","-0.04%"
"01/11/2018","171.59","171.70","171.83","170.67","","0.15%"
"01/10/2018","171.33","171.80","171.80","170.78","","-0.31%"
"01/09/2018","171.86","170.74","172.02","170.72","","0.77%"
"01/08/2018","170.54","170.37","170.69","169.88","","0.52%"
"01/05/2018","169.65","168.98","169.65","168.93","","0.63%"
"01/04/2018","168.59","167.39","168.78","167.39","","1.02%"
"01/03/2018","166.88","166.12","167.13","165.83","","0.68%"
"01/02/2018","165.76","165.81","166.08","165.16","","0.08%"
"12/29/2017","165.62","166.62","166.88","165.30","","-0.59%"
"12/28/2017","166.61","167.06","167.15","166.21","","-0.32%"
"12/27/2017","167.15","167.98","168.64","166.60","","-0.49%"
"12/22/2017","167.98","168.51","168.83","167.64","","-0.55%"
"12/21/2017","168.91","167.57","168.92","166.87","","0.80%"
"12/20/2017","167.57","168.57","168.74","167.33","","-0.57%"
"12/19/2017","168.53","168.79","169.31","168.46","","-0.31%"
"12/18/2017","169.05","167.64","169.09","167.64","","1.21%"
"12/15/2017","167.03","168.07","168.07","166.21","","-0.72%"
"12/14/2017","168.24","168.96","169.35","168.24","","-0.64%"
"12/13/2017","169.33","169.75","169.75","168.69","","-0.25%"
"12/12/2017","169.75","169.42","169.80","168.65","","0.31%"
"12/11/2017","169.22","168.53","169.96","168.53","","0.57%"
"12/08/2017","168.26","168.27","169.13","168.26","","0.57%"
"12/07/2017","167.31","167.15","168.03","167.15","","0.28%"
"12/06/2017","166.85","167.43","167.43","166.32","","-1.04%"
"12/05/2017","168.60","168.59","169.23","167.93","","-0.14%"
"12/04/2017","168.84","167.42","169.46","167.16","","1.48%"
"12/01/2017","166.37","167.95","168.21","166.37","","-1.04%"
"11/30/2017","168.11","168.78","169.28","167.88","","-0.11%"
"11/29/2017","168.29","169.54","169.86","168.29","","-0.46%"
"11/28/2017","169.07","167.85","169.15","167.85","","0.72%"
"11/27/2017","167.86","168.43","168.93","167.86","","-0.43%"
"11/24/2017","168.58","168.45","169.09","167.86","","0.11%"
