"Date","Price","Open","High","Low","Vol.","Change %"
"01/21/2025","285.76","283.16","285.76","283.01","","0.99%"
"01/20/2025","282.95","283.76","284.19","282.05","","-0.06%"
"01/17/2025","283.12","281.37","283.97","280.82","","1.02%"
"01/16/2025","280.27","280.18","280.47","278.94","","0.73%"
"01/15/2025","278.23","272.80","278.40","272.57","","2.32%"
"01/14/2025","271.93","272.95","273.76","271.53","","0.43%"
"01/13/2025","270.77","271.92","271.92","269.18","","-0.65%"
"01/10/2025","272.54","275.39","275.97","272.33","","-1.00%"
"01/09/2025","275.30","274.74","276.01","273.98","","0.11%"
"01/08/2025","275.01","275.88","277.50","273.76","","-0.32%"
"01/07/2025","275.88","276.38","278.32","274.66","","0.79%"
"01/03/2025","273.71","274.18","274.96","273.21","","-0.14%"
"01/02/2025","274.09","271.95","274.09","271.45","","1.17%"
"12/30/2024","270.92","270.69","272.10","269.45","","-0.32%"
"12/27/2024","271.78","270.14","272.27","269.69","","0.88%"
"12/23/2024","269.40","268.89","270.09","268.03","","-0.17%"
"12/20/2024","269.87","267.94","270.08","265.41","","0.07%"
"12/19/2024","269.68","272.05","273.36","269.21","","-2.45%"
"12/18/2024","276.45","275.92","277.69","275.31","","0.33%"
"12/17/2024","275.55","276.11","276.60","275.22","","-0.50%"
"12/16/2024","276.94","277.81","277.91","276.26","","-0.42%"
"12/13/2024","278.10","279.61","281.04","277.78","","-0.61%"
"12/12/2024","279.80","282.56","282.56","279.43","","-0.65%"
"12/11/2024","281.62","281.37","282.58","280.90","","-0.14%"
"12/10/2024","282.02","283.13","283.50","281.89","","-0.70%"
"12/09/2024","284.00","285.58","285.79","283.52","","-0.04%"
"12/06/2024","284.10","282.40","284.22","282.08","","0.51%"
"12/05/2024","282.65","282.39","283.12","282.08","","0.12%"
"12/04/2024","282.32","280.83","282.67","280.70","","0.94%"
"12/03/2024","279.70","278.32","280.43","278.08","","0.74%"
"12/02/2024","277.64","273.32","278.59","272.92","","1.13%"
"11/29/2024","274.53","272.68","274.55","272.13","","0.49%"
"11/28/2024","273.19","273.27","274.56","272.68","","0.41%"
"11/27/2024","272.07","270.72","272.27","270.41","","0.34%"
"11/26/2024","271.16","271.41","272.28","270.48","","-0.74%"
"11/25/2024","273.19","273.91","274.26","272.28","","0.40%"
"11/22/2024","272.10","270.73","272.63","268.75","","1.01%"
"11/21/2024","269.39","268.15","269.53","266.10","","0.45%"
"11/20/2024","268.18","271.38","271.88","268.14","","-0.55%"
"11/19/2024","269.65","272.12","272.74","266.38","","-0.55%"
"11/18/2024","271.15","272.00","272.87","269.82","","-0.36%"
"11/15/2024","272.14","273.62","274.86","271.83","","-1.21%"
"11/14/2024","275.48","274.39","275.82","273.16","","0.77%"
"11/13/2024","273.37","274.18","274.93","271.47","","-0.39%"
"11/12/2024","274.45","278.94","279.09","274.10","","-2.42%"
"11/11/2024","281.25","281.02","282.66","281.01","","0.74%"
"11/08/2024","279.19","281.15","281.17","277.85","","-0.73%"
"11/07/2024","281.25","277.98","282.36","277.93","","1.62%"
"11/06/2024","276.77","281.36","284.89","276.77","","-0.92%"
"11/05/2024","279.33","279.23","279.90","277.63","","0.01%"
"11/04/2024","279.30","278.47","280.26","278.47","","0.61%"
"11/01/2024","277.62","277.08","278.53","277.08","","0.37%"
"10/31/2024","276.60","277.70","278.38","275.94","","-1.19%"
"10/30/2024","279.93","282.80","283.35","279.84","","-1.21%"
"10/29/2024","283.37","285.95","286.41","283.37","","-0.56%"
"10/28/2024","284.98","282.85","285.52","282.12","","1.19%"
"10/25/2024","281.62","279.81","282.36","279.29","","0.75%"
"10/24/2024","279.53","279.75","281.83","279.53","","-0.28%"
"10/23/2024","280.31","279.41","281.48","278.84","","0.18%"
"10/22/2024","279.81","280.93","280.93","277.22","","-0.38%"
"10/21/2024","280.89","282.57","283.80","280.56","","-0.88%"
"10/18/2024","283.38","281.17","283.80","281.03","","0.35%"
"10/17/2024","282.39","282.80","283.56","282.07","","0.09%"
"10/16/2024","282.13","281.16","282.58","280.64","","-0.11%"
"10/15/2024","282.43","284.44","286.15","282.18","","-0.58%"
"10/14/2024","284.07","283.77","284.17","281.70","","0.23%"
"10/11/2024","283.43","281.12","283.83","280.92","","0.81%"
"10/10/2024","281.15","284.09","284.18","279.63","","-1.11%"
"10/09/2024","284.31","283.09","284.57","282.50","","0.36%"
"10/08/2024","283.30","282.89","284.36","282.10","","-0.57%"
"10/07/2024","284.92","286.48","286.54","283.35","","-0.39%"
"10/04/2024","286.03","284.88","287.29","284.64","","0.39%"
"10/03/2024","284.91","286.93","287.47","284.40","","-0.90%"
"10/02/2024","287.50","287.39","287.55","285.66","","0.14%"
"10/01/2024","287.11","289.72","290.64","286.38","","-0.71%"
"09/30/2024","289.17","289.77","291.07","288.15","","-0.35%"
"09/27/2024","290.20","290.52","290.69","289.12","","-0.05%"
"09/26/2024","290.35","289.77","291.21","288.14","","1.38%"
"09/25/2024","286.40","283.55","286.71","283.55","","0.66%"
"09/24/2024","284.51","287.04","287.18","283.16","","-0.21%"
"09/23/2024","285.12","284.15","285.97","282.76","","0.26%"
"09/20/2024","284.37","284.77","285.98","283.75","","-0.37%"
"09/19/2024","285.43","283.34","285.97","282.58","","1.89%"
"09/18/2024","280.13","281.43","281.43","279.55","","-0.66%"
"09/17/2024","282.00","280.74","282.66","280.74","","0.80%"
"09/16/2024","279.75","278.55","280.62","278.48","","0.06%"
"09/13/2024","279.58","277.57","279.79","277.53","","0.90%"
"09/12/2024","277.09","277.76","279.54","275.68","","1.12%"
"09/11/2024","274.03","275.91","277.29","273.12","","-0.52%"
"09/10/2024","275.46","275.60","278.01","274.61","","-0.21%"
"09/09/2024","276.03","274.45","276.60","274.45","","1.18%"
"09/06/2024","272.82","274.25","276.75","272.60","","-0.82%"
"09/05/2024","275.08","276.29","277.45","274.85","","-0.82%"
"09/04/2024","277.35","276.13","278.66","276.13","","-1.22%"
"09/03/2024","280.77","284.22","284.94","280.51","","-1.22%"
"09/02/2024","284.24","284.92","284.92","282.39","","-0.24%"
"08/30/2024","284.92","283.76","285.31","283.76","","0.43%"
"08/29/2024","283.69","281.92","283.97","281.90","","0.73%"
"08/28/2024","281.64","281.07","283.00","280.59","","0.30%"
"08/27/2024","280.81","282.35","282.49","280.62","","-0.42%"
"08/26/2024","281.99","281.18","282.48","280.88","","0.23%"
"08/23/2024","281.35","278.88","282.07","278.88","","0.90%"
"08/22/2024","278.83","277.08","279.71","277.08","","0.69%"
"08/21/2024","276.91","277.34","278.44","276.05","","-0.14%"
"08/20/2024","277.31","279.09","279.37","277.10","","-0.48%"
"08/19/2024","278.64","277.53","278.68","277.53","","0.46%"
"08/16/2024","277.36","277.16","278.16","276.48","","0.35%"
"08/15/2024","276.40","274.41","277.14","273.59","","1.10%"
"08/14/2024","273.39","272.87","273.71","272.40","","0.72%"
"08/13/2024","271.43","271.29","271.72","269.18","","0.41%"
"08/12/2024","270.31","271.45","272.12","269.71","","-0.01%"
"08/09/2024","270.34","269.69","272.40","269.35","","0.56%"
"08/08/2024","268.83","266.41","269.39","264.49","","0.14%"
"08/07/2024","268.46","265.21","269.50","265.21","","1.97%"
"08/06/2024","263.28","266.15","266.98","261.02","","-0.02%"
"08/05/2024","263.34","260.38","264.14","257.15","","-2.52%"
"08/02/2024","270.14","276.16","276.16","269.73","","-3.16%"
"08/01/2024","278.96","284.23","284.43","278.83","","-2.10%"
"07/31/2024","284.94","285.39","286.40","284.58","","0.48%"
"07/30/2024","283.58","282.79","284.13","282.79","","0.52%"
"07/29/2024","282.11","283.18","284.59","282.11","","0.03%"
"07/26/2024","282.03","279.83","282.52","279.83","","0.60%"
"07/25/2024","280.36","279.43","280.45","276.58","","-0.61%"
"07/24/2024","282.07","282.87","283.07","281.59","","-0.84%"
"07/23/2024","284.45","285.55","286.22","283.74","","-0.03%"
"07/22/2024","284.53","282.86","285.79","282.70","","0.98%"
"07/19/2024","281.77","284.36","284.36","281.77","","-1.06%"
"07/18/2024","284.79","285.11","286.49","282.59","","0.00%"
"07/17/2024","284.79","284.14","284.92","282.19","","-0.24%"
"07/16/2024","285.47","283.89","285.56","283.04","","0.33%"
"07/15/2024","284.54","286.33","286.70","284.06","","-1.08%"
"07/12/2024","287.65","282.15","287.78","282.15","","2.24%"
"07/11/2024","281.36","279.35","281.73","278.09","","1.11%"
"07/10/2024","278.28","277.47","278.28","276.39","","0.53%"
"07/09/2024","276.80","278.66","279.40","276.48","","-0.71%"
"07/08/2024","278.77","277.35","279.51","277.15","","0.22%"
"07/05/2024","278.16","279.34","280.48","277.63","","-0.23%"
"07/04/2024","278.81","278.31","279.97","278.24","","0.39%"
"07/03/2024","277.73","277.40","278.84","276.69","","0.48%"
"07/02/2024","276.39","277.57","277.75","275.35","","-0.79%"
"07/01/2024","278.59","279.53","279.53","277.23","","0.56%"
"06/28/2024","277.05","277.23","277.75","276.15","","0.46%"
"06/27/2024","275.79","276.37","276.93","275.31","","-0.26%"
"06/26/2024","276.52","277.68","278.97","275.26","","0.20%"
"06/25/2024","275.96","278.57","278.57","275.64","","-1.32%"
"06/24/2024","279.65","275.39","279.70","275.39","","0.65%"
"06/21/2024","277.85","275.12","277.85","277.85","","0.00%"
"06/20/2024","277.85","275.12","277.85","275.12","","1.13%"
"06/19/2024","274.75","276.08","276.08","274.67","","-0.50%"
"06/18/2024","276.13","277.42","277.42","274.79","","0.17%"
"06/17/2024","275.66","276.92","277.78","274.18","","-0.05%"
"06/15/2024","275.79","279.74","275.79","275.79","","0.00%"
"06/14/2024","275.79","279.74","279.74","275.13","","-1.23%"
"06/13/2024","279.23","283.32","283.64","279.19","","-1.66%"
"06/12/2024","283.95","279.71","284.47","279.66","","1.77%"
"06/11/2024","279.00","280.68","281.41","277.98","","-0.31%"
"06/10/2024","279.88","280.34","280.84","278.57","","-0.79%"
"06/07/2024","282.11","282.38","282.62","279.88","","0.11%"
"06/05/2024","281.79","280.83","281.84","280.60","","0.82%"
"06/04/2024","279.50","281.10","281.31","279.01","","-0.74%"
"06/03/2024","281.57","283.99","284.58","280.83","","0.14%"
"05/31/2024","281.19","280.00","281.56","278.93","","0.46%"
"05/30/2024","279.89","277.78","280.17","277.58","","0.48%"
"05/29/2024","278.55","282.05","282.12","278.55","","-1.55%"
"05/28/2024","282.94","284.86","285.23","282.16","","-0.56%"
"05/27/2024","284.53","284.15","284.64","283.33","","0.07%"
"05/24/2024","284.32","283.32","284.56","282.56","","-0.45%"
"05/23/2024","285.61","285.90","286.85","284.97","","0.02%"
"05/22/2024","285.54","285.38","286.03","284.55","","0.10%"
"05/21/2024","285.26","284.84","285.34","284.07","","-0.05%"
"05/20/2024","285.39","282.66","285.39","282.66","","1.18%"
"05/17/2024","282.07","282.23","282.25","280.93","","-0.25%"
"05/16/2024","282.77","284.45","285.00","282.57","","-0.56%"
"05/15/2024","284.36","284.54","285.48","283.12","","0.29%"
"05/14/2024","283.53","281.59","283.53","281.46","","0.67%"
"05/13/2024","281.63","281.39","281.87","280.74","","-0.11%"
"05/10/2024","281.95","279.90","282.58","279.90","","1.50%"
"05/08/2024","277.78","277.15","278.80","277.06","","0.00%"
"05/07/2024","277.79","275.31","277.79","274.48","","1.29%"
"05/06/2024","274.26","272.78","274.31","272.05","","0.83%"
"05/03/2024","272.01","270.99","273.02","270.00","","0.70%"
"05/02/2024","270.13","272.11","272.13","269.87","","-1.14%"
"04/30/2024","273.24","273.60","273.71","271.43","","-0.17%"
"04/29/2024","273.71","272.55","274.03","272.24","","0.75%"
"04/26/2024","271.66","269.29","272.33","269.14","","1.56%"
"04/25/2024","267.48","270.56","270.59","265.81","","-1.30%"
"04/24/2024","270.99","271.64","272.58","270.38","","-0.40%"
"04/23/2024","272.08","268.88","272.19","268.73","","1.58%"
"04/22/2024","267.86","269.03","269.41","267.46","","0.26%"
"04/19/2024","267.16","265.58","267.30","264.66","","-0.59%"
"04/18/2024","268.74","269.49","269.49","266.49","","0.18%"
"04/17/2024","268.26","267.34","270.33","267.34","","0.36%"
"04/16/2024","267.31","267.66","268.83","266.68","","-1.52%"
"04/15/2024","271.43","271.15","274.12","270.98","","0.51%"
"04/12/2024","270.06","273.26","274.79","269.72","","-0.04%"
"04/11/2024","270.18","271.63","272.08","267.93","","-0.83%"
"04/10/2024","272.45","274.38","275.59","270.24","","-0.10%"
"04/09/2024","272.73","273.79","274.62","272.37","","-0.65%"
"04/08/2024","274.52","273.26","275.03","272.45","","0.82%"
"04/05/2024","272.30","270.78","272.45","269.89","","-0.79%"
"04/04/2024","274.48","273.83","274.86","273.36","","0.28%"
"04/03/2024","273.70","273.46","273.93","271.77","","0.14%"
"04/02/2024","273.33","275.38","276.87","272.58","","-0.52%"
"03/28/2024","274.77","276.78","277.09","274.58","","-0.89%"
"03/27/2024","277.24","277.16","278.71","276.95","","-0.09%"
"03/26/2024","277.49","276.00","277.72","275.02","","0.58%"
"03/25/2024","275.90","276.29","277.14","274.84","","-0.14%"
"03/22/2024","276.30","275.33","277.86","275.33","","-0.18%"
"03/21/2024","276.79","274.34","276.79","274.09","","1.78%"
"03/20/2024","271.96","270.86","272.94","269.86","","-0.05%"
"03/19/2024","272.09","269.37","272.09","269.31","","0.62%"
"03/18/2024","270.42","273.27","273.50","270.18","","-0.99%"
"03/15/2024","273.12","272.38","274.30","272.29","","0.34%"
"03/14/2024","272.20","273.04","274.13","271.72","","-0.12%"
"03/13/2024","272.54","272.13","272.92","271.05","","0.28%"
"03/12/2024","271.77","268.84","272.11","268.74","","1.50%"
"03/11/2024","267.76","266.57","267.88","266.52","","-0.25%"
"03/08/2024","268.44","266.44","269.00","266.09","","0.97%"
"03/07/2024","265.85","263.37","266.60","262.07","","0.46%"
"03/06/2024","264.63","262.26","265.21","262.15","","0.82%"
"03/05/2024","262.47","263.49","264.06","262.31","","-0.69%"
"03/04/2024","264.29","265.97","265.97","263.82","","-0.46%"
"03/01/2024","265.52","264.81","265.95","264.41","","0.80%"
"02/29/2024","263.40","263.35","264.09","262.36","","0.30%"
"02/28/2024","262.62","262.24","262.95","261.92","","0.03%"
"02/27/2024","262.53","262.11","262.78","261.41","","0.23%"
"02/26/2024","261.93","261.60","262.54","261.22","","0.05%"
"02/23/2024","261.81","261.02","262.01","259.85","","0.33%"
"02/22/2024","260.94","261.75","262.01","259.78","","0.65%"
"02/21/2024","259.26","259.70","259.81","258.18","","-0.15%"
"02/20/2024","259.64","259.92","260.33","258.46","","-0.16%"
"02/19/2024","260.05","258.81","260.33","258.81","","0.07%"
"02/16/2024","259.86","258.81","260.61","258.60","","0.84%"
"02/15/2024","257.70","256.48","257.78","256.30","","1.07%"
"02/14/2024","254.96","253.56","255.26","253.49","","0.38%"
"02/13/2024","253.99","255.82","256.08","252.62","","-0.82%"
"02/12/2024","256.09","254.92","256.17","254.47","","0.81%"
"02/09/2024","254.04","255.09","255.65","253.47","","-0.34%"
"02/08/2024","254.90","254.68","255.35","254.26","","0.37%"
"02/07/2024","253.95","254.21","254.57","253.38","","0.14%"
"02/06/2024","253.59","253.38","253.80","251.19","","0.76%"
"02/05/2024","251.67","254.59","254.59","251.53","","-1.01%"
"02/02/2024","254.24","256.64","256.73","254.24","","-0.02%"
"02/01/2024","254.30","252.72","255.80","252.46","","0.43%"
"01/31/2024","253.22","253.54","254.24","252.87","","-0.06%"
"01/30/2024","253.38","254.30","254.57","252.78","","0.09%"
"01/29/2024","253.15","252.62","254.17","251.12","","-0.03%"
"01/26/2024","253.23","250.79","253.32","249.97","","0.44%"
"01/25/2024","252.12","249.88","252.13","249.54","","0.54%"
"01/24/2024","250.76","251.34","251.81","249.99","","0.74%"
"01/23/2024","248.92","249.06","249.76","247.34","","0.37%"
"01/22/2024","248.00","247.26","248.40","246.31","","1.23%"
"01/19/2024","244.99","248.01","248.17","244.57","","-0.63%"
"01/18/2024","246.54","245.85","247.33","244.68","","0.52%"
"01/17/2024","245.27","245.10","245.44","243.77","","-1.23%"
"01/16/2024","248.33","248.52","249.37","247.36","","-0.58%"
"01/15/2024","249.77","252.74","252.74","249.36","","-1.03%"
"01/12/2024","252.38","250.29","252.77","250.29","","1.13%"
"01/11/2024","249.55","252.88","253.59","249.43","","-0.49%"
"01/10/2024","250.78","250.65","251.36","249.95","","-0.12%"
"01/09/2024","251.09","253.19","253.19","249.95","","-0.52%"
"01/08/2024","252.39","250.47","252.39","248.71","","1.01%"
"01/05/2024","249.86","251.61","251.69","249.73","","-1.16%"
"01/04/2024","252.80","252.53","253.27","251.24","","0.27%"
"01/03/2024","252.12","256.68","256.68","251.03","","-1.82%"
"01/02/2024","256.79","258.21","259.29","255.54","","-0.30%"
"12/29/2023","257.56","257.40","258.60","257.40","","0.16%"
"12/28/2023","257.15","257.71","257.98","256.55","","0.05%"
"12/27/2023","257.01","256.00","257.97","255.96","","0.56%"
"12/22/2023","255.59","253.99","256.33","253.99","","0.23%"
"12/21/2023","255.00","255.35","255.35","253.95","","-0.66%"
"12/20/2023","256.69","256.93","257.18","255.32","","0.11%"
"12/19/2023","256.42","255.20","257.17","255.20","","0.61%"
"12/18/2023","254.87","254.70","255.78","254.06","","-0.52%"
"12/15/2023","256.19","255.24","257.80","255.20","","0.87%"
"12/14/2023","253.99","251.63","254.51","251.63","","2.94%"
"12/13/2023","246.73","247.84","248.78","246.73","","-0.41%"
"12/12/2023","247.75","248.86","249.12","247.53","","-0.51%"
"12/11/2023","249.01","246.60","249.01","246.41","","0.97%"
"12/08/2023","246.62","245.21","247.46","244.69","","0.63%"
"12/07/2023","245.07","244.75","245.44","243.29","","-0.04%"
"12/06/2023","245.17","242.91","245.76","242.09","","1.12%"
"12/05/2023","242.45","239.76","242.72","239.76","","0.95%"
"12/04/2023","240.16","240.20","241.92","239.72","","-0.01%"
"12/01/2023","240.18","238.84","240.32","238.84","","0.82%"
"11/30/2023","238.22","238.45","239.53","237.60","","-0.12%"
"11/29/2023","238.51","236.12","239.00","236.12","","0.98%"
"11/28/2023","236.19","237.05","237.36","235.36","","-0.64%"
"11/27/2023","237.72","237.79","238.56","237.09","","-0.14%"
"11/24/2023","238.06","237.65","238.16","237.38","","0.15%"
"11/23/2023","237.71","237.03","239.01","236.79","","0.46%"
"11/22/2023","236.62","235.01","237.40","235.01","","0.87%"
"11/21/2023","234.59","236.26","236.55","234.56","","-0.68%"
"11/20/2023","236.20","234.84","236.45","234.30","","0.52%"
"11/17/2023","234.97","232.97","235.62","232.95","","1.23%"
"11/16/2023","232.12","234.09","234.60","231.86","","-1.04%"
"11/15/2023","234.55","233.32","236.50","233.08","","0.70%"
"11/14/2023","232.92","225.74","232.92","225.31","","3.39%"
"11/13/2023","225.29","226.04","226.38","224.65","","0.14%"
"11/10/2023","224.97","226.10","226.15","223.82","","-1.21%"
"11/09/2023","227.73","224.78","227.88","224.61","","1.37%"
"11/08/2023","224.65","223.63","225.82","223.28","","0.00%"
"11/07/2023","224.64","224.05","225.52","223.85","","-0.25%"
"11/06/2023","225.20","227.23","227.23","224.45","","-0.20%"
"11/03/2023","225.66","224.96","226.34","224.96","","0.83%"
"11/02/2023","223.81","220.24","225.12","220.24","","2.50%"
"11/01/2023","218.35","219.30","219.47","216.95","","-0.17%"
"10/31/2023","218.72","216.67","218.99","216.47","","1.22%"
"10/30/2023","216.08","215.76","217.11","215.46","","0.44%"
"10/27/2023","215.13","216.35","217.24","214.43","","-0.59%"
"10/26/2023","216.40","213.79","217.31","213.39","","-0.10%"
"10/25/2023","216.61","217.60","217.89","214.66","","-0.45%"
"10/24/2023","217.58","216.22","218.11","215.31","","0.61%"
"10/23/2023","216.27","217.90","218.08","214.12","","-0.47%"
"10/20/2023","217.29","219.06","219.18","216.90","","-1.85%"
"10/19/2023","221.38","222.78","224.21","221.08","","-0.95%"
"10/18/2023","223.51","226.13","226.86","223.45","","-1.45%"
"10/17/2023","226.79","228.26","228.47","224.91","","-1.07%"
"10/16/2023","229.25","229.64","230.35","227.76","","-0.08%"
"10/13/2023","229.44","231.78","231.87","229.27","","-1.31%"
"10/12/2023","232.49","232.57","235.21","232.30","","0.74%"
"10/11/2023","230.79","229.87","231.17","229.74","","0.05%"
"10/10/2023","230.68","226.88","230.86","226.88","","2.89%"
"10/09/2023","224.19","225.46","226.14","223.93","","-0.99%"
"10/06/2023","226.44","224.43","226.44","223.84","","1.05%"
"10/05/2023","224.09","223.04","225.29","223.04","","0.70%"
"10/04/2023","222.54","221.75","223.53","221.23","","-0.36%"
"10/03/2023","223.34","225.03","226.46","223.20","","-1.26%"
"10/02/2023","226.20","227.74","229.47","225.11","","-0.47%"
"09/29/2023","227.27","226.28","228.35","226.26","","1.00%"
"09/28/2023","225.03","224.08","225.07","222.92","","0.37%"
"09/27/2023","224.21","224.40","225.90","223.79","","-0.12%"
"09/26/2023","224.47","226.43","226.48","223.79","","-1.31%"
"09/25/2023","227.44","228.19","228.97","225.88","","-0.47%"
"09/22/2023","228.51","228.97","229.82","228.19","","-0.63%"
"09/21/2023","229.97","230.61","231.60","229.23","","-1.05%"
"09/20/2023","232.42","229.44","232.73","229.44","","1.30%"
"09/19/2023","229.43","229.96","231.24","228.85","","-0.46%"
"09/18/2023","230.50","231.61","231.81","230.09","","-0.61%"
"09/15/2023","231.91","232.95","234.06","231.91","","0.13%"
"09/14/2023","231.60","228.33","231.84","227.99","","1.40%"
"09/13/2023","228.41","228.75","229.12","226.75","","-0.57%"
"09/12/2023","229.71","231.66","231.74","229.49","","-0.68%"
"09/11/2023","231.28","230.37","231.82","230.13","","0.55%"
"09/08/2023","230.01","231.62","231.73","228.89","","-0.47%"
"09/07/2023","231.09","232.53","233.30","230.38","","-0.99%"
"09/06/2023","233.41","232.68","234.16","231.44","","0.02%"
"09/05/2023","233.37","231.85","234.05","231.76","","0.33%"
"09/04/2023","232.60","232.35","233.79","232.35","","0.40%"
"09/01/2023","231.67","231.15","233.10","230.39","","-0.06%"
"08/31/2023","231.81","231.30","232.72","230.73","","0.32%"
"08/30/2023","231.06","232.07","232.28","230.41","","-0.19%"
"08/29/2023","231.49","230.19","231.73","230.19","","0.76%"
"08/28/2023","229.74","228.69","230.06","228.29","","1.26%"
"08/25/2023","226.88","225.49","228.54","225.49","","0.05%"
"08/24/2023","226.77","229.57","230.52","226.77","","-0.56%"
"08/23/2023","228.04","227.71","228.55","227.39","","0.07%"
"08/22/2023","227.88","227.14","228.77","226.74","","0.80%"
"08/21/2023","226.07","227.33","228.93","226.02","","-0.73%"
"08/18/2023","227.73","227.79","228.17","226.16","","-0.57%"
"08/17/2023","229.03","230.76","230.76","228.83","","-1.39%"
"08/16/2023","232.26","231.48","232.67","231.13","","-0.10%"
"08/15/2023","232.50","235.19","235.19","231.73","","-1.14%"
"08/14/2023","235.19","234.08","236.10","233.78","","-0.03%"
"08/11/2023","235.26","236.93","237.02","234.71","","-1.06%"
"08/10/2023","237.79","236.41","238.52","236.32","","0.85%"
"08/09/2023","235.78","235.48","237.32","235.48","","0.66%"
"08/08/2023","234.24","234.36","235.86","233.74","","-0.69%"
"08/07/2023","235.86","235.33","236.32","234.36","","-0.22%"
"08/04/2023","236.39","235.05","236.48","234.57","","0.75%"
"08/03/2023","234.62","235.74","236.21","234.07","","-0.98%"
"08/02/2023","236.94","237.17","237.93","235.03","","-0.96%"
"08/01/2023","239.24","240.08","240.34","239.21","","-0.64%"
"07/31/2023","240.77","240.48","241.34","240.06","","-0.17%"
"07/28/2023","241.19","240.47","241.62","239.88","","-0.02%"
"07/27/2023","241.23","240.45","242.42","239.99","","0.72%"
"07/26/2023","239.50","240.22","240.46","237.84","","-0.72%"
"07/25/2023","241.23","239.66","241.37","238.37","","0.79%"
"07/24/2023","239.34","237.11","239.61","236.91","","0.63%"
"07/21/2023","237.83","236.09","237.84","235.11","","0.26%"
"07/20/2023","237.21","236.17","237.28","234.71","","-0.35%"
"07/19/2023","238.04","238.73","239.36","236.97","","-0.17%"
"07/18/2023","238.45","236.77","238.51","236.31","","1.04%"
"07/17/2023","236.00","235.25","236.05","234.49","","-0.46%"
"07/14/2023","237.08","237.61","237.61","235.68","","-0.56%"
"07/13/2023","238.41","239.08","239.46","238.11","","-0.35%"
"07/12/2023","239.24","236.86","239.38","235.53","","1.16%"
"07/11/2023","236.50","237.07","237.20","234.76","","0.37%"
"07/10/2023","235.62","235.36","236.16","234.56","","-0.34%"
"07/07/2023","236.43","234.78","237.02","233.94","","0.64%"
"07/06/2023","234.93","237.51","238.37","234.34","","-1.90%"
"07/05/2023","239.47","240.13","240.94","239.04","","-0.86%"
"07/04/2023","241.54","240.40","241.68","240.40","","0.50%"
"07/03/2023","240.34","242.20","242.20","240.27","","-0.62%"
"06/30/2023","241.83","240.14","242.30","240.14","","1.00%"
"06/29/2023","239.44","237.54","240.20","237.54","","0.67%"
"06/28/2023","237.85","236.31","238.10","236.31","","1.19%"
"06/27/2023","235.06","235.16","235.37","233.06","","0.03%"
"06/26/2023","234.98","234.36","235.26","232.08","","-0.12%"
"06/22/2023","235.27","235.17","235.49","233.97","","-0.94%"
"06/21/2023","237.51","238.71","238.99","237.05","","-0.92%"
"06/20/2023","239.71","240.49","241.00","239.48","","-0.68%"
"06/19/2023","241.35","243.62","243.64","241.13","","-1.58%"
"06/16/2023","245.23","245.57","246.00","244.82","","0.24%"
"06/15/2023","244.65","244.76","245.82","242.95","","-0.30%"
"06/14/2023","245.38","244.81","245.90","244.48","","-0.09%"
"06/13/2023","245.60","246.27","246.37","244.64","","0.73%"
"06/12/2023","243.82","244.85","245.15","243.29","","-0.07%"
"06/09/2023","243.98","244.22","244.30","243.03","","0.03%"
"06/08/2023","243.91","244.11","244.92","243.29","","-0.38%"
"06/07/2023","244.83","244.38","245.67","244.38","","0.56%"
"06/05/2023","243.46","243.87","245.36","242.79","","0.02%"
"06/02/2023","243.40","240.27","243.54","239.99","","2.18%"
"06/01/2023","238.20","238.08","238.57","236.73","","0.71%"
"05/31/2023","236.53","236.34","238.01","236.07","","-0.78%"
"05/30/2023","238.40","239.17","240.78","238.33","","-0.15%"
"05/29/2023","238.77","241.35","241.42","238.25","","-0.57%"
"05/26/2023","240.15","237.03","240.62","236.84","","1.73%"
"05/25/2023","236.06","237.44","237.67","235.74","","-0.36%"
"05/24/2023","236.91","240.25","240.25","236.66","","-2.31%"
"05/23/2023","242.52","242.97","244.14","242.34","","-0.45%"
"05/22/2023","243.62","243.34","243.72","242.46","","-0.14%"
"05/19/2023","243.97","242.96","244.61","242.58","","1.91%"
"05/17/2023","239.39","238.89","239.66","238.76","","-0.01%"
"05/16/2023","239.41","240.63","241.43","238.88","","-0.98%"
"05/15/2023","241.78","241.07","241.78","240.39","","0.76%"
"05/12/2023","239.95","240.95","241.47","239.50","","0.01%"
"05/11/2023","239.92","238.51","240.81","238.23","","1.01%"
"05/10/2023","237.53","238.90","239.81","235.55","","-0.55%"
"05/09/2023","238.84","240.27","240.27","237.36","","-1.06%"
"05/08/2023","241.40","242.08","242.08","240.45","","-0.21%"
"05/05/2023","241.92","240.46","241.92","238.95","","0.79%"
"05/04/2023","240.02","239.74","240.52","238.62","","-0.28%"
"05/03/2023","240.69","240.81","242.17","239.59","","0.17%"
"05/02/2023","240.29","244.50","244.50","240.17","","-1.75%"
"04/28/2023","244.56","245.08","245.13","241.78","","0.41%"
"04/27/2023","243.57","240.92","244.36","239.36","","1.23%"
"04/26/2023","240.61","240.91","240.91","237.91","","-0.26%"
"04/25/2023","241.24","242.16","242.23","240.26","","-0.60%"
"04/24/2023","242.69","241.56","243.57","241.56","","0.47%"
"04/21/2023","241.55","242.20","242.59","240.23","","-0.07%"
"04/20/2023","241.73","243.13","243.19","241.13","","-0.50%"
"04/19/2023","242.95","243.47","243.78","242.27","","-0.61%"
